,Proportion_Western,Mean_Western,Std_Western,Proportion_Nonwestern,Mean_Nonwestern,Std_Nonwestern,FC(Western_vs_Nonwestern),M.W.W. qvalue,Significant
Oscillibacter sp. CAG:155,0.046072838964458095,8.095472541475325e-09,8.691331390559634e-08,0.013266998341625208,1.602317632308752e-09,1.728365941573622e-08,5.052351904666178,0.00019795832355436963,True
Oscillibacter sp. CAG:241,0.16630100921456778,2.6580162173920514e-07,1.7437250737611723e-06,0.6069651741293532,8.360107498729539e-07,3.055523263208911e-06,0.3179404353109075,1.7582328910590633e-95,True
Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,0.686704695041685,1.3818649044284528e-06,2.2017095453578183e-06,0.9071310116086235,1.5233861517590272e-06,2.4490560689376577e-06,0.9071008705395134,1.6534634802631408e-05,True
Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,0.9170688898639754,4.891766148784434e-07,8.341975932699633e-07,0.34991708126036486,1.3992453495348205e-07,8.218536135949457e-07,3.4960031494195802,3.1232450681441046e-154,True
Oxalobacter formigenes 1,0.14480035103115402,1.91052045498239e-08,1.0079783615632149e-07,0.02155887230514096,5.359009361988925e-10,5.452350564035418e-09,35.65062730685967,5.676809339376532e-17,True
Oxalobacter formigenes 2,0.005265467310223783,3.3364121660927707e-10,1.0189194202724717e-08,0.001658374792703151,0.0,0.0,inf,0.10749480430706876,False
Parabacteroides distasonis,0.8955682316805617,2.1038588742268502e-06,3.7967397412778036e-06,0.7545605306799337,2.707438993769896e-07,7.515727414399888e-07,7.77066031429721,1.0567942892605666e-118,True
Parabacteroides goldsteinii,0.32777534006143044,8.50212262406523e-08,3.652810487993199e-07,0.17081260364842454,2.7680640330821168e-08,2.3465529552094788e-07,3.0715050383420834,2.5283748910579706e-15,True
Parabacteroides gordonii,0.09741114523913998,7.156284028506323e-09,5.9889773931444e-08,0.06135986733001658,1.9791656280829734e-09,1.2346397144421453e-08,3.6158085644595213,0.005824109600194996,True
Parabacteroides johnsonii,0.14348398420359806,9.429375886805812e-08,5.155409341161718e-07,0.02321724709784411,3.854639789158915e-09,4.21650517828561e-08,24.462404796748356,3.86450871168015e-16,True
Parabacteroides merdae,0.7314611671785871,1.834276627448146e-06,3.5764555570315893e-06,0.4709784411276949,3.18255182254291e-07,1.6591278146785263e-06,5.763540484888412,6.00672641728876e-64,True
Parabacteroides sp. CAG:409,0.036419482229047825,4.352780062923865e-08,4.0954039603376793e-07,0.02321724709784411,8.975314798428923e-09,1.1681223306954316e-07,4.849724116290377,0.08983918110203726,False
Parabacteroides sp. SN4,0.027643703378674857,1.3537240827952305e-08,1.72593874969022e-07,0.33996683250414594,5.779131369170737e-08,2.007525438545789e-07,0.23424352144282196,1.0880292482693775e-119,True
Paraprevotella clara,0.24923211935059236,3.777678333758771e-07,1.3375731448049298e-06,0.12769485903814262,5.697845440061616e-08,3.073098051542397e-07,6.630011946617351,1.5814916557558043e-12,True
Paraprevotella xylaniphila,0.028521281263712155,5.4072672955698505e-08,4.769548268848923e-07,0.03482587064676617,7.723876978242843e-09,7.100572643389467e-08,7.000716493545171,0.5911799592626953,False
Parasutterella excrementihominis,0.4848617814831066,2.227669310859197e-07,5.971360186678632e-07,0.19071310116086235,4.1690283068379956e-08,1.9111636529460913e-07,5.343377753529276,3.7648965972893983e-41,True
Parvimonas micra,0.06713470820535322,6.332997410258657e-09,9.912130454245186e-08,0.024875621890547265,6.228157135543174e-10,5.276200675672347e-09,10.168332738615689,7.482541606894174e-05,True
Parvimonas sp. KA00067,0.01184730144800351,4.3680101035514967e-10,7.508264561756684e-09,0.024875621890547265,2.2507261376299202e-09,3.141922058031416e-08,0.19407115021781982,0.03625678315840599,True
Peptoniphilus harei,0.023255813953488372,3.7478352269373273e-10,5.15413473275471e-09,0.004975124378109453,1.0717989705655094e-10,2.4160595263491497e-09,3.4967706910185505,0.0025263769187700534,True
Peptoniphilus lacrimalis,0.03203159280386134,1.050940987982078e-09,1.9996652617845514e-08,0.011608623548922056,1.6385508701650107e-10,1.901762102440226e-09,6.41384412969884,0.0052246771444688575,True
Peptoniphilus senegalensis,0.006581834137779728,1.2386969703734838e-10,1.983706126543531e-09,0.004975124378109453,5.839811263163665e-11,1.0397460958718282e-09,2.1211250065339113,0.43945642675284635,False
Peptostreptococcus anaerobius,0.015357612988152698,3.6765244274887594e-10,5.844445500370847e-09,0.011608623548922056,3.3920791247426865e-10,4.15085347871181e-09,1.0838557392931245,0.4006888639847793,False
Peptostreptococcus sp. MV1,0.00307152259763054,9.60096231741165e-11,2.7559346487304612e-09,0.006633499170812604,2.0373941065651277e-10,3.617726461199614e-09,0.47123736573470565,0.3983419318469883,False
Peptostreptococcus stomatis,0.02632733655111891,3.1119603417420493e-09,9.571507677285353e-08,0.009950248756218905,1.278135571446587e-10,1.4159128484223962e-09,24.347654593635554,0.012305714983220594,True
Phascolarctobacterium sp. CAG:207,0.586660816147433,1.2935889593549463e-06,2.5613389959034534e-06,0.14925373134328357,2.1200792718433523e-07,1.2619339592628938e-06,6.10160656035378,8.328058466714699e-79,True
Phascolarctobacterium sp. CAG:266,0.11759543659499781,1.70421002309016e-07,7.502930612107728e-07,0.01658374792703151,7.738309710563393e-09,9.81749218906209e-08,22.023026821526425,5.616465304561432e-14,True
Phascolarctobacterium succinatutens,0.16805616498464238,4.7455366190493307e-07,1.9168770520435684e-06,0.681592039800995,1.3817056813846713e-06,2.4827610076329584e-06,0.3434549544801472,4.866468885309429e-123,True
Phocea massiliensis,0.5664765247915753,2.8827811185312086e-08,7.415524925508128e-08,0.10945273631840796,4.28261456740094e-09,1.8328265459322587e-08,6.731357849652879,1.4409694172825376e-78,True
Plesiomonas shigelloides,0.0026327336551118913,3.069955843384533e-10,1.261632057489654e-08,0.026533996683250415,1.565820351848156e-08,2.4776534237166106e-07,0.019606054039092213,4.678693523759666e-09,True
Porphyromonas asaccharolytica,0.022378236068451074,1.7849174046251573e-09,3.707254477317972e-08,0.008291873963515755,2.0333791792683297e-10,3.2232899575720543e-09,8.778084396769636,0.018779410190616356,True
Porphyromonas endodontalis,0.0026327336551118913,1.891444337641278e-10,6.804717718883462e-09,0.004975124378109453,1.6813795137775404e-09,2.9546333876512088e-08,0.11249359957953733,0.6424040522002706,False
Porphyromonas somerae,0.02720491443615621,9.293308291251321e-10,1.1694150173925547e-08,0.01990049751243781,3.1850402546303485e-10,2.6389097985508783e-09,2.9177993206650665,0.2644876421914346,False
Porphyromonas sp. HMSC065F10,0.011408512505484861,1.2529074463157696e-09,2.1373129182402226e-08,0.003316749585406302,4.6297624435228527e-11,1.1368871655060224e-09,27.06202449044911,0.041554183967521,True
Prevotella bivia,0.09697235629662132,4.779538452189406e-09,4.652808798388637e-08,0.05472636815920398,1.3619010367800972e-09,9.966060643423843e-09,3.509460910235834,0.0011539968373978572,True
Prevotella buccae,0.016673979815708645,6.500224195579099e-08,2.1222890144424377e-06,0.011608623548922056,6.789432659116264e-09,1.397991514739359e-07,9.574031472057033,0.2956480147610345,False
Prevotella copri 1,0.4883720930232558,1.0685309092734226e-05,3.0501879334894394e-05,0.9320066334991708,2.3762153583035945e-05,2.903174762837452e-05,0.44967763781993997,1.5206435777216369e-131,True
Prevotella copri 2,0.14304519526107942,1.3369293301825415e-06,8.095052225343492e-06,0.8855721393034826,1.277707812133503e-05,1.75768171805719e-05,0.1046349812912352,1.1976579736984785e-303,True
Prevotella corporis,0.08600263273365512,4.862297537566439e-09,6.887017991650043e-08,0.06301824212271974,2.142883079363087e-09,1.1430256426552806e-08,2.2690447203547954,0.08466481531244971,False
Prevotella denticola,0.0017551557700745941,3.2743615799675604e-11,1.0405116437136913e-09,0.004975124378109453,1.188252648572826e-10,2.3428337246039954e-09,0.2755610588287177,0.33029901317611887,False
Prevotella disiens,0.06318560772268539,2.433426872601261e-09,2.6593817967589493e-08,0.06965174129353234,2.763729767392594e-09,3.282526580650192e-08,0.880486544419662,0.6809146513906609,False
Prevotella intermedia,0.0026327336551118913,1.7114696358141e-10,5.93545475002609e-09,0.009950248756218905,8.172690332745173e-10,1.5790713409056447e-08,0.20941324901994965,0.031669111190238075,True
Prevotella jejuni,0.009653356735410267,4.5402701621879606e-10,8.343830124620785e-09,0.003316749585406302,5.80210346825801e-10,1.4247679111978937e-08,0.7825214057327221,0.0741614634853433,False
Prevotella melaninogenica,0.045634050021939446,1.6464562711962683e-08,6.827927623927046e-07,0.008291873963515755,3.4953346019661632e-09,8.414326470678392e-08,4.710439653674698,1.5492095601275967e-05,True
Prevotella salivae,0.003949100482667837,1.159369161631215e-09,3.7541922827063485e-08,0.003316749585406302,3.029736452723516e-10,7.439838501403029e-09,3.826633701386882,0.5020047744584505,False
Prevotella sp. 109 & CAG:255,0.06450197455024133,3.0912837307712684e-07,2.4905553086148362e-06,0.006633499170812604,7.634341153526285e-11,1.1036607209403484e-09,4049.182069029508,9.989068421619159e-09,True
Prevotella sp. 885,0.03817463799912242,1.5903455678840683e-07,2.6970024957717106e-06,0.7180762852404643,3.19982017368289e-06,8.476609127015124e-06,0.04970109198522965,0.0,True
Prevotella sp. CAG:1058,0.006581834137779728,1.5709074648057892e-08,3.702764482833562e-07,0.001658374792703151,0.0,0.0,inf,0.06826238550582471,False
Prevotella sp. CAG:1092,0.017112768758227294,3.881697437616986e-08,5.681791529598507e-07,0.5456053067993366,1.0529526994818952e-06,2.836827172200875e-06,0.03686487949104431,1.4997475113403617e-257,True
Prevotella sp. CAG:1124,0.010530934620447565,9.312499488379954e-08,2.2089426867855326e-06,0.001658374792703151,0.0,0.0,inf,0.018350115911326313,True
Prevotella sp. CAG:1185,0.005265467310223783,3.976455165197178e-08,1.0485169225125997e-06,0.001658374792703151,0.0,0.0,inf,0.10749480430706876,False
Prevotella sp. CAG:1320,0.004387889425186486,3.8224525168071345e-08,1.4727042714296268e-06,0.001658374792703151,0.0,0.0,inf,0.14594763274121347,False
Prevotella sp. CAG:386,0.0785432207108381,6.354935462364423e-07,5.785413028729987e-06,0.8126036484245439,6.4889999313210356e-06,1.1544043176163238e-05,0.09793397333371032,0.0,True
Prevotella sp. CAG:485,0.014480035103115402,1.7772878755376747e-08,2.5019457660310453e-07,0.001658374792703151,0.0,0.0,inf,0.005025430675391903,True
Prevotella sp. CAG:520,0.05309346204475647,3.181298946576391e-07,3.6104169649672264e-06,0.6053067993366501,2.719090478438546e-06,7.014979131569164e-06,0.11699864244323606,2.6857095718519966e-226,True
Prevotella sp. CAG:604,0.05353225098727512,4.163653012878576e-07,4.104804744398474e-06,0.7844112769485904,5.401164259479118e-06,1.0587710691289534e-05,0.07708806495879675,0.0,True
Prevotella sp. CAG:617,0.01184730144800351,3.4175642038586446e-08,4.877981823524944e-07,0.004975124378109453,5.671142394794018e-10,1.0675450663345196e-08,60.26235925579813,0.08846521205916565,False
Prevotella sp. CAG:732,0.021939447125932425,1.2108638127067323e-07,3.00991040132504e-06,0.5174129353233831,2.1592520684619544e-06,5.6923816535886635e-06,0.05607792764877314,2.5575009887132472e-232,True
Prevotella sp. CAG:755,0.005704256252742431,8.316477763600137e-09,1.933657371153577e-07,0.001658374792703151,0.0,0.0,inf,0.09229110567688563,False
Prevotella sp. CAG:891,0.02369460289600702,9.651243094676734e-08,1.159906203062321e-06,0.011608623548922056,7.864544245399331e-10,1.6648280379037352e-08,122.71840291727779,0.05032297885891204,False
Prevotella sp. CAG:924,0.008336989907854322,8.037193930982367e-08,1.6977763695429227e-06,0.001658374792703151,0.0,0.0,inf,0.03806596866288071,True
Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.04300131636682756,6.44007344784843e-08,4.972788309786555e-07,0.009950248756218905,8.568324842358479e-10,1.6403726375093398e-08,75.16140629976121,7.65243292707234e-05,True
Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.03817463799912242,5.99133265699038e-08,5.573233328788068e-07,0.5621890547263682,8.782438807921678e-07,2.347682500131908e-06,0.06821946372784578,1.5673267625573128e-223,True
Prevotella sp. P4-65 & P4-76 & P5-60 & P5-119 & P5-125 & CAG:592,0.02632733655111891,8.903217415569595e-08,9.58325503765107e-07,0.3150912106135987,5.031931949599151e-07,2.216597475226957e-06,0.1769343763935209,2.0935900927440468e-108,True
Prevotella sp. UBA630,0.008775778850372971,5.897276741693017e-08,1.610943034901374e-06,0.1044776119402985,3.970909093080726e-07,2.37349160695103e-06,0.14851200577643467,3.5397770112751314e-35,True
Prevotella sp. UBA641,0.00307152259763054,1.846165257943521e-08,5.848129817735177e-07,0.4228855721393035,1.562306184769433e-06,4.871550810327212e-06,0.011816923442673181,1.3006887883747806e-220,True
Prevotella stercorea,0.11540149188240456,1.1483404558163614e-06,8.023113567475457e-06,0.560530679933665,1.9534493306724254e-06,5.691109874892242e-06,0.5878526961439406,3.7426300506128417e-125,True
Prevotella timonensis,0.08293111013602457,2.8588419441546176e-09,3.015473723383997e-08,0.06799336650082918,3.1476686968527223e-09,3.8390779817653366e-08,0.9082410569489427,0.22169333394052346,False
Prevotella veroralis,0.00043878894251864854,0.0,0.0,0.003316749585406302,2.161831079974826e-11,5.308605006837586e-10,0.0,0.06662503906757934,False
Prevotellamassilia timonensis,0.04870557261956999,2.112329596939595e-07,1.9612835872320337e-06,0.6384742951907131,2.7462237712036894e-06,5.69914542547439e-06,0.07691760660908363,2.659178758374453e-256,True
Proteobacteria bacterium CAG:495,0.05353225098727512,2.1732583944201252e-07,2.606827718153281e-06,0.013266998341625208,3.1934474609446206e-09,5.5102183466388584e-08,68.05367619160003,1.680098279387065e-05,True
Proteus mirabilis,0.010969723562966213,2.627661584100858e-09,8.697311187558962e-08,0.008291873963515755,2.371064817666074e-10,3.6853306526092944e-09,11.082200556150807,0.4199252989792117,False
Proteus mirabilis 2,0.0017551557700745941,2.304918872747532e-10,9.965989039146972e-09,0.001658374792703151,0.0,0.0,inf,0.40827645996573686,False
Providencia rettgeri 2,0.00043878894251864854,0.0,0.0,0.006633499170812604,2.4963412972887116e-11,3.542268639375452e-10,0.0,0.0011707908195615823,True
Pseudoflavonifractor capillosus,0.13646336112329968,4.6036761898737124e-09,1.922596302940653e-08,0.014925373134328358,6.573931590595076e-10,7.126070812961142e-09,7.00292682762308,5.0620389397808614e-17,True
Pseudoflavonifractor sp. An184,0.18209741114523914,2.250877243678265e-08,1.8766018455912315e-07,0.03648424543946932,2.647430028905605e-09,2.0162311820428127e-08,8.502121752425438,2.4380895904811486e-18,True
Pyramidobacter piscolens,0.06406318560772269,8.453881908937527e-09,9.110738708473099e-08,0.03316749585406302,1.504720985789436e-09,1.652419116264842e-08,5.618238855426268,0.0034344817891601557,True
Raoultella ornithinolytica,0.03290917068889864,1.5577967207495678e-08,4.1527828925776037e-07,0.01658374792703151,7.003700578756714e-09,1.1440741271168056e-07,2.2242480289271667,0.0304097908096265,True
Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,0.16498464238701185,1.9832521222576318e-07,1.2073328078332614e-06,0.011608623548922056,5.5828072699114864e-09,9.089953005216897e-08,35.52428064186202,7.89675192287499e-23,True
Rikenella microfusus,0.004826678367705134,8.5248664896051e-09,2.6430748376511273e-07,0.001658374792703151,0.0,0.0,inf,0.12528562313379357,False
Romboutsia timonensis,0.6336112329969285,2.5577077472234527e-07,1.3382440702608406e-06,0.6102819237147595,4.1472965432750854e-07,1.3231368364273697e-06,0.6167168709869134,0.6358346587668143,False
Roseburia faecis,0.8297498903027644,2.6242417702692602e-06,4.836012702532305e-06,0.912106135986733,2.0755762175607537e-06,3.700824556538805e-06,1.264343726848685,0.05864281484143811,False
Roseburia hominis,0.8380868802106187,4.899114138895538e-07,1.1665612557483042e-06,0.8159203980099502,2.9466203405430094e-07,7.545428087641046e-07,1.6626214349666502,2.036017430897851e-09,True
Roseburia intestinalis,0.7318999561211057,1.1001438074950785e-06,2.6236641405777945e-06,0.5920398009950248,2.831002441828871e-07,6.963773449314937e-07,3.8860574305417015,3.142969299968199e-21,True
Roseburia inulinivorans,0.8982009653356735,1.5366297317782422e-06,3.4471839670581304e-06,0.9436152570480929,1.4778654880441453e-06,2.730429771773939e-06,1.039762917673832,0.014714346413697843,True
Roseburia sp. CAG:100,0.27906976744186046,1.503174536011207e-07,7.637964814340569e-07,0.5572139303482587,2.4675173117950967e-07,8.984048702732502e-07,0.6091850009828953,1.3808464397025126e-36,True
Roseburia sp. CAG:182,0.16586222027204914,5.03900530820748e-08,7.27497790534316e-07,0.39303482587064675,1.3929556278837936e-07,7.8105515487485e-07,0.3617491618065996,1.4578587540343071e-31,True
Roseburia sp. CAG:197,0.14874945151382185,7.408013945299396e-08,4.0037979740773434e-07,0.208955223880597,1.11323968396466e-07,5.756792050916293e-07,0.6654464489548834,0.0019251073087098024,True
Roseburia sp. CAG:303,0.15050460728389645,7.759274860558256e-08,5.123359228320626e-07,0.028192371475953566,1.3682822380614206e-09,1.3868850599874381e-08,56.708145766414255,2.499659273321112e-16,True
Roseburia sp. CAG:309,0.003949100482667837,3.9974917681841345e-09,1.2460094663197796e-07,0.004975124378109453,6.814932316861857e-11,1.2362987419477284e-09,58.65783521126592,0.9471552674309534,False
Roseburia sp. CAG:380,0.11452391399736726,8.40089046418309e-08,4.769927886795518e-07,0.23383084577114427,4.298806774066091e-08,2.0576572567151742e-07,1.9542377468240988,1.9514448450323783e-11,True
Roseburia sp. CAG:45 & sp. 2789STDY5608886,0.5607722685388328,6.522257497357071e-07,2.6971421523414076e-06,0.7429519071310116,6.729983271815594e-07,2.3649241178668266e-06,0.9691342807153095,2.7721351472745624e-18,True
Roseburia sp. CAG:471,0.1799034664326459,5.2070139354615337e-08,2.837744682285009e-07,0.5638474295190713,1.199657766714394e-07,2.9428380069470464e-07,0.43404161419489085,2.3131843237704827e-79,True
Ruminococcaceae bacterium D16,0.16322948661693726,3.921961294360502e-08,2.4625276520851346e-07,0.011608623548922056,2.5903617791987197e-10,3.104898045569029e-09,151.40592815470308,1.169802628367216e-22,True
Ruminococcaceae bacterium D5,0.1500658183413778,1.2434037803706459e-08,7.237146058621986e-08,0.04643449419568822,3.7539058528020394e-09,3.6568912086136666e-08,3.312293459471095,1.7063887902194603e-11,True
Ruminococcus bicirculans,0.7156647652479158,2.2103770489380223e-06,6.761525400173593e-06,0.6567164179104478,3.0573605451394896e-07,1.0370056587287282e-06,7.2296905003632,2.918549646329648e-23,True
Ruminococcus bromii 2,0.7323387450636244,4.357658678189518e-06,9.464467035485465e-06,0.7495854063018242,1.2508315691678966e-06,3.2954859938222796e-06,3.483809319817861,2.0894186168602375e-10,True
Ruminococcus callidus,0.3001316366827556,2.2068102208248946e-07,7.471894954329193e-07,0.6368159203980099,2.6577986282600034e-07,6.937827042917022e-07,0.8303150574916355,2.17409734366747e-39,True
Ruminococcus champanellensis,0.05353225098727512,3.78033181303334e-08,2.956945310346283e-07,0.1558872305140962,8.128278132444386e-08,5.984576828077651e-07,0.4650839638402599,2.817386136459317e-16,True
Ruminococcus faecis,0.7972795085563844,9.67683299234296e-07,2.005111194390431e-06,0.8723051409618574,1.1881630897016899e-06,2.4528119982461776e-06,0.814436425118416,4.4055580672192184e-08,True
Ruminococcus gnavus,0.663010092145678,9.406936817104098e-07,4.188330220478399e-06,0.2603648424543947,1.2432099093871916e-07,7.825432434894654e-07,7.566652056160819,7.133539427708308e-65,True
Ruminococcus lactaris,0.4883720930232558,4.381567845709914e-07,1.0396150218760006e-06,0.3781094527363184,1.919120755059031e-07,6.23911294328101e-07,2.2831121148367446,5.5906933859119605e-11,True
Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,0.6432645897323388,3.7670917459300614e-07,7.820842811588574e-07,0.6915422885572139,1.7878728334043323e-07,5.351136085037207e-07,2.107024434594182,1.6168435997164707e-07,True
Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,0.6788064940763493,1.0087115065013596e-07,1.9539362070876695e-07,0.7877280265339967,1.0785391621351635e-07,2.5034134552464163e-07,0.9352571903874427,0.09229110567688563,False
Ruminococcus sp. 37_24 & sp. 2789STDY5834934,0.09346204475647214,7.266725590373054e-08,3.622418305586754e-07,0.003316749585406302,2.9911093509245772e-09,7.344985564969226e-08,24.294416344647672,6.216020717795626e-14,True
Ruminococcus sp. A254.MGS-254 & CAG:254,0.24835454146555508,2.2857752568489347e-07,8.865958701376074e-07,0.5953565505804311,2.110542098185527e-07,4.6143240540438773e-07,1.0830275590399543,6.101642126344412e-45,True
Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,0.3225098727512067,2.881775587800194e-07,1.050594864853765e-06,0.42122719734660036,7.723679848258994e-08,2.4299968344677267e-07,3.731091454353561,0.039860626178953404,True
Ruminococcus sp. CAG:177,0.28345765686704694,7.850283571338566e-07,3.2603971001927337e-06,0.5555555555555556,1.1473545044623417e-06,3.6351645322410986e-06,0.6842073257050805,9.720603537836257e-32,True
Ruminococcus sp. CAG:330,0.04826678367705134,3.468549481961692e-08,2.9799199153822645e-07,0.263681592039801,7.304486175184028e-08,3.2292798348050573e-07,0.4748519469782289,4.925445992860614e-55,True
Ruminococcus sp. CAG:353 & sp. 2789STDY5834938,0.11452391399736726,1.8122942173591597e-07,1.1147750835591625e-06,0.35655058043117743,2.386008403169478e-07,9.76427452744566e-07,0.759550643221449,3.180444113995835e-41,True
Ruminococcus sp. CAG:382,0.05923650724001755,2.5751689507418973e-08,1.5656967153341829e-07,0.49585406301824214,8.55145929813059e-08,1.842921016640968e-07,0.30113795329702936,1.1061335108466158e-145,True
Ruminococcus sp. CAG:403,0.05616498464238701,2.825658161854238e-08,2.7631109420142757e-07,0.15091210613598674,2.0422975367417457e-08,1.1885785537604942e-07,1.3835683151056704,1.1083421702705584e-13,True
Ruminococcus sp. CAG:488,0.03905221588415972,5.6127145160655674e-08,5.17794368066898e-07,0.3946932006633499,4.014775879954747e-07,1.392742130206547e-06,0.1398014405757771,1.7970543384310455e-128,True
Ruminococcus sp. CAG:563,0.008775778850372971,6.8458300063374e-09,1.1794549767178242e-07,0.1691542288557214,3.464382358346699e-07,4.031267299256988e-06,0.019760607514478924,1.0461589859671488e-66,True
Ruminococcus sp. CAG:579,0.025010969723562967,6.924631145117279e-08,8.012974261258558e-07,0.11442786069651742,7.667396641577073e-08,5.278455583159567e-07,0.9031267676394764,2.0927095173415886e-20,True
Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,0.46643264589732336,9.252709463460746e-08,4.4158980882647553e-07,0.5140961857379768,8.792076130402754e-08,3.8209730588769707e-07,1.0523918726619228,0.07741871301421188,False
Ruminococcus sp. CAG:624,0.014041246160596753,8.198260701998527e-09,1.5793756536813725e-07,0.01658374792703151,5.842555086336185e-09,6.158484351837709e-08,1.4031978442396824,0.8197955982271645,False
Ruminococcus sp. CAG:724,0.015796401930671347,2.1131620332228326e-08,3.3702547733420717e-07,0.36318407960199006,2.8304044719844034e-07,1.1366599144581323e-06,0.07465936597186372,8.845723775811718e-154,True
Ruminococcus sp. JC304,0.34137779727950857,5.539217290620371e-08,2.7249638916154593e-07,0.5074626865671642,1.1311273038330565e-07,3.454959135948452e-07,0.4897076811645868,2.156190690093684e-14,True
Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,0.9398859148749451,5.734739853290294e-07,1.0072869428818565e-06,0.9137645107794361,2.118771286838782e-07,3.8839562424048585e-07,2.7066346844102065,2.9760674675318547e-28,True
Ruminococcus sp. UNK.MGS-30,0.1970162351908732,1.9400582828233335e-07,7.914261752302197e-07,0.22885572139303484,8.118965550885113e-08,4.07277969769275e-07,2.389538754246632,0.4290437668777974,False
Ruminococcus torques,0.8244844229925405,7.465381970597307e-07,1.89053739226936e-06,0.23714759535655058,8.884726654173563e-08,5.504547887699936e-07,8.402489194296681,1.0196229403033035e-140,True
Ruthenibacterium lactatiformans,0.9390083369899078,3.9645850230915444e-07,1.2267465662474526e-06,0.49585406301824214,7.601597445525339e-08,5.711524519394593e-07,5.215463001694844,2.0107832577293735e-149,True
Sanguibacteroides justesenii == Gabonibacter massiliensis,0.07064501974550241,5.3323151337573605e-09,3.134013019085405e-08,0.03150912106135987,1.735003715435571e-09,1.3493224817190923e-08,3.073373899040146,0.00038413555495968115,True
Selenomonas artemidis,0.0017551557700745941,1.0130250341559813e-11,2.970274771826904e-10,0.001658374792703151,0.0,0.0,inf,0.40827645996573686,False
Selenomonas bovis,0.0013163668275559457,5.711520802116464e-10,2.011121703086706e-08,0.0845771144278607,1.5868087064152954e-07,7.22055702774877e-07,0.0035993757653492854,1.248453549429209e-40,True
Sellimonas intestinalis == Drancourtella massiliensis,0.23387450636243967,5.0806032154581384e-08,2.7910203606760935e-07,0.03150912106135987,5.277798116115455e-09,9.771369283827866e-08,9.626368996466173,9.313372368689364e-29,True
Senegalimassilia anaerobia,0.23299692847740236,6.10200491948185e-08,2.7418293113034665e-07,0.814262023217247,3.4499299580148574e-07,9.134923112651014e-07,0.1768732986971433,1.6765287965634642e-156,True
Slackia exigua,0.009214567792891619,1.7737821464645098e-10,2.671993034149949e-09,0.001658374792703151,0.0,0.0,inf,0.02829306438442217,True
Slackia piriformis,0.05748135146994296,9.270357858147183e-09,9.937520971992355e-08,0.006633499170812604,6.44661579115072e-10,1.0659219979479097e-08,14.380192892637744,1.1895589642722e-07,True
Solobacterium moorei,0.20140412461605967,6.46293129334008e-09,5.837648326185605e-08,0.12603648424543948,1.3296941130399443e-08,1.870975181126128e-07,0.4860464696323682,0.00010672047104469569,True
Sphaerochaeta sp. Phil3,0.0008775778850372971,1.6415303943448223e-09,7.836481110189943e-08,0.08955223880597014,1.533099461461099e-07,1.1793017497358431e-06,0.010707266133799204,2.7186333796100443e-44,True
Streptococcus anginosus,0.13690215006581835,1.8957692803640648e-08,1.9644176752275224e-07,0.15754560530679934,1.5939029046917493e-08,9.22601031662221e-08,1.189388183423064,0.2533773914474119,False
Streptococcus australis,0.2865291794646775,2.6107552504284487e-08,2.1219198291428555e-07,0.2570480928689884,1.9096778377072153e-08,1.5652273421764995e-07,1.3671181593451156,0.25332991468066207,False
Streptococcus gordonii,0.18648530057042562,1.6612172779246544e-08,1.4081687158647e-07,0.23051409618573798,1.9927058363000637e-08,1.8729748564341787e-07,0.8336490251913462,0.022960018136435858,True
Streptococcus infantarius,0.028082492321193506,4.333037220744714e-09,6.754086821622634e-08,0.3582089552238806,3.4262035926325415e-07,2.153167964372957e-06,0.01264675931711169,1.9936318979308026e-132,True
Streptococcus infantis,0.11671785870996051,9.719868412913282e-09,8.829995439192925e-08,0.06135986733001658,3.1703762914231016e-09,2.021563306917085e-08,3.0658406193639176,9.024654630657837e-05,True
Streptococcus lutetiensis,0.017990346643264588,4.0882612761379935e-08,8.856713216949125e-07,0.17412935323383086,2.380537574931495e-07,2.4612016163336596e-06,0.17173689334669048,2.1734895626589413e-53,True
Streptococcus mitis,0.2781921895568232,2.9708082010374268e-08,2.2187573773807518e-07,0.1956882255389718,1.1650218723590593e-08,5.521573865105462e-08,2.5500020828122487,1.4076535898679823e-05,True
Streptococcus mutans,0.11496270293988592,1.599237778071483e-08,2.2126310719414292e-07,0.06135986733001658,1.927716342229184e-09,1.2769900206070648e-08,8.296022309081774,0.00011205677109634991,True
Streptococcus oralis,0.3391838525669153,2.4185155356737896e-08,1.4529576320305192e-07,0.3200663349917081,1.2835752523630655e-08,5.1951229000219504e-08,1.8842023724135348,0.4395927949170791,False
Streptococcus parasanguinis,0.6441421676173761,2.0113536520720933e-07,1.0847421597796637e-06,0.5107794361525705,8.073254096089138e-08,3.2617424788646896e-07,2.4913790995955862,2.091575465726775e-08,True
