,CRC,adenoma,NAFLD,CD,IGT,T2D,ACVD,LC,RA,T1D,VKH,SPA,ME_CFS,melanoma,NSCLC,RCC
Bacteroides intestinalis,-0.0007506538938570885,-0.0003637587388479852,0.00027910459757499786,0.0001469545810255962,0.00015733947696959717,0.0023386846696006325,0.0020515906732165327,0.0002890842363538757,0.006066435011495912,0.0003502289766849733,0.0074812519908606465,0.0030279190961098085,0.006027336391143635,0.00016188482685518268,-0.00011293758110945231,0.0004378925640972582
Bacteroides massiliensis,0.000286442436469856,-0.0005517387672272279,0.001980647711748712,-0.0011651860122225937,-0.0006381582428617255,0.001509477444533321,0.0004961287882131006,0.001135459538106545,0.00024391481431741886,-0.0012791340007395143,0.0026574403013947157,0.0047378570488983696,0.0033104969688585186,0.0005281809031938441,-0.00028014609341269576,-0.00018488709459091418
Bacteroides nordii,0.00045810202378717443,0.0006646175800924218,-0.0005389707341221482,0.0008725917911532819,0.0006452666566559255,0.004246363463869281,0.0019820512533617524,-0.00017591789887727566,0.0027588995963391373,-0.003195062189946391,0.0009278592833251133,0.0008857153752534912,0.00037522820193944544,0.0001403858816777718,0.00041119137519935486,0.0012528276937305441
Bacteroides oleiciplenus,5.5713683947946804e-06,0.0,0.0,0.0,0.0,0.0,1.795119031506662e-05,0.0001669539809327709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides ovatus,-0.0008955081738615452,-0.0008482231468247164,0.0033599503741067343,0.00034605379843778196,-0.0005879027388781782,0.000879994438471366,-0.0006840467180250887,0.002039660099977859,0.001151358780084579,0.004247897852326973,0.0009057816348278161,0.0013617191392052894,0.005898879320206315,0.0006491335271349536,0.0007389411300912984,0.0017492441675173542
Bacteroides pectinophilus,-5.51067385337422e-05,-4.9504342338302196e-05,-3.600805613353531e-05,0.0,0.0,0.00013417361819446642,-1.7180757012565858e-05,-6.282527033782731e-05,-2.1715860933159448e-05,0.0,-2.1451343824303418e-05,0.0,0.0005342372243751433,8.616383044490651e-05,0.00012011212930601809,-2.8994402744309376e-05
Bacteroides plebeius,0.0007018477823321931,-0.0009452633396135515,-0.0006953766399652739,-0.0005685983642337883,-0.004530936646578794,0.0010000075676183436,0.0018513374643490265,0.0005333785136060092,-0.0004948315580050152,-0.0031675235099827433,0.009414728639845233,0.028193858086009983,-0.0009129014277207123,-0.0007581206481877485,-0.0017114615084921393,-0.0009637373033493863
Bacteroides salanitronis,-5.862460572220495e-06,-1.9096036195452815e-05,-1.4203381550727519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.00449297054985e-05,-2.0166934008531836e-05,0.0,0.0,-3.8908763117335444e-05,-1.837901983285868e-05
Bacteroides salyersiae,0.0003390858143424129,-0.0006391545677548436,-0.0004623501140606043,-0.0005268770914830002,-0.000402320904980926,0.0016074590734018758,0.0005635591901619881,0.0005526338699534339,0.0011110336053985917,-0.0012841568658464198,0.0005937720388807507,0.0003000279166293106,0.0008205022978430913,-0.000280963837344737,0.0005481734051636106,-0.0002846166185064769
Bacteroides sartorii,-4.461242537797065e-05,0.0,4.782929753960384e-05,0.0,0.0,5.655954649392654e-06,-1.4856734452251097e-05,-1.855833750655369e-05,-4.9438754512900824e-05,0.0,0.0,1.4828989548401661e-05,0.0,0.0,0.0,0.0
Bacteroides sp. 43_108,1.4353555313942661e-05,-2.3823719061766e-05,-9.688187010255393e-05,0.0,-0.00013922400889715213,-0.00013572430009051037,-0.0001189110554601283,-2.5146772649035043e-05,-0.00011544937485161326,-5.9287661606843465e-05,0.0,-7.624720835490569e-05,0.0,-0.00011655956363440245,-5.887153892135103e-05,0.0
Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,-2.5223047724524756e-06,0.0,-5.463157912846545e-05,0.0,0.0,0.0,1.1076859045931429e-05,-3.379114564440479e-05,-8.435467203219966e-06,-2.8236277392704627e-05,0.0,0.0,0.0,-9.200634489695634e-05,-1.583717034665042e-05,1.9127900252606455e-05
Bacteroides sp. An322,-2.4451375535351536e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides sp. CAG:1060,1.5090645373105488e-05,2.3909528530709278e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.4236304233594504e-05,7.95630769588222e-05,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides sp. CAG:1076,-5.150349873289715e-06,-2.6884045573490557e-05,0.00012819612860129199,0.0,0.0,-2.822473541161703e-05,-6.710851912455861e-06,-8.228298659425614e-05,1.4175046913670267e-05,0.0,9.77048921039744e-05,0.000331820364193952,0.0,0.0,0.0,0.0
Bacteroides sp. CAG:144,0.0006991634512314076,0.001251346799312062,0.0012385197420783389,-0.00019521121944652588,0.00018114206711078207,-0.0013639323894577492,-0.00038447779569941774,0.0010644899348156167,-5.9680612794298463e-05,-0.00015036894638142118,0.0,-9.198296267418748e-05,-0.00015520903559772573,-0.0003273108907393941,0.0024955203305262012,0.004106784271382317
Bacteroides sp. CAG:443,-2.2006462683816708e-05,0.0,8.51612359883425e-05,0.0,0.0,0.0002490338497400175,0.0,-9.4741586069437e-06,0.0,0.00016723386310685145,7.780267144469303e-05,0.0,0.0,0.0,6.227284352039607e-05,0.00010184314122506038
Bacteroides sp. CAG:462,4.168482088823931e-05,-1.7647631252744723e-05,1.5607022995359982e-05,0.0,-9.339515436746371e-05,3.0076159847634113e-05,-9.292530444519796e-06,0.0,-4.8522356916484575e-05,-4.4334780142317974e-05,0.0,-1.5717279890982406e-05,-2.5106441223832535e-05,0.0,-0.00010030818003985695,5.288508270755793e-05
Bacteroides sp. CAG:530,-0.00013226413980225137,-3.489219416593576e-05,-1.5279838986192454e-05,0.0,0.0,-0.00015928099703453879,-3.617706432912404e-05,-0.00030753908418609447,-1.156231155435988e-05,-0.00013845048910341812,2.7852074811213394e-05,0.0,0.00015499898669712767,-3.601161361311237e-05,0.0,0.0
Bacteroides sp. CAG:545,-5.649097956896832e-05,0.0,-0.00012181164956493693,0.0,0.0,-3.368679307024677e-05,-6.124386638123498e-05,-3.511698181083787e-05,-1.6636624719116778e-05,0.0,0.0,0.0,0.00035189906775300457,0.0,0.0,0.0
Bacteroides sp. CAG:709,-0.00011358464965720846,-2.2349190512167957e-05,-8.033867064970286e-05,0.0,5.288002627080674e-05,-0.00015225041071369094,-9.075277344711648e-05,-9.330560347916797e-06,-1.3970229794962594e-05,0.00012556489355539807,2.8237007032721218e-05,-4.845476008006656e-05,0.0005696967636156443,0.0,-1.9637251684807844e-05,-2.5322724275983076e-05
Bacteroides sp. CAG:770,-6.208347092676499e-05,-8.760857647059766e-05,-2.4919209599482806e-05,0.0,-3.69212205590455e-05,0.0,-1.4279517527460904e-05,-3.5738311595589645e-05,-0.00024379026461047326,-5.8281727895245583e-05,0.0,-8.655052131825681e-05,5.276675260912581e-05,-0.0001142901217230174,0.0,0.0
Bacteroides sp. CAG:875 & sp. 2789STDY5834845,3.762200719760729e-05,0.0,4.405930483764267e-05,0.0,0.0,-2.2301332960053038e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8384232476059834e-05,0.0
Bacteroides sp. CAG:927,1.4121688159996966e-05,0.0,9.822664145275034e-05,0.0,0.0,7.314263729838979e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.109706465554964e-05
Bacteroides sp. Marseille-P3108 & CAG:633,4.17740692340517e-05,0.0,-3.3512567900877285e-05,0.0,0.0,-8.004835411706489e-06,0.0,2.686338422311024e-05,0.0,0.0,0.0,0.0,0.0,0.0001459793457401643,0.00041547512808915306,0.00011310037189560661
Bacteroides sp. Marseille-P3166 & CAG:598,3.4084118778218185e-05,0.0,-2.0838544934095507e-05,0.0,0.0,0.0,0.0,0.0,2.8878253735385554e-05,0.0009186930040899784,0.0,5.525321342953767e-05,0.0,0.0,0.00013153467987724737,0.00031837565830236995
Bacteroides sp. Marseille-P3208T,0.0,0.0,0.0,0.0,3.981880560232847e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides stercorirosoris,6.377121122404392e-05,0.0,2.4339359748416788e-05,0.0,0.0,-7.106040120045749e-05,-4.96414747933087e-05,9.442902207452194e-05,-4.466499677251572e-05,0.0,0.0,-6.969973633181046e-05,3.70239958886781e-05,0.0,1.9442917526331033e-05,4.084956619068686e-05
Bacteroides stercoris,0.0007319453181862766,0.0011620654148685118,0.0064861575329628815,-0.0005487197475300358,-0.003986002286434101,0.0013636011410905608,0.000919991943382146,0.0006864813473831389,0.0031807484690614695,-0.005487622913194666,0.005979149561086526,0.010816876056445695,0.003965825758099081,-0.00045732753579557365,-0.0015755844871339136,-0.0017418698463627993
Bacteroides thetaiotaomicron,0.0007097564681143634,0.001094997670244639,-0.0008699628651103204,0.0005928010120225068,-0.0003992400363083878,0.008219752921715123,0.001672776157518787,0.004638766803165588,0.00159364194516757,0.0008996475025166976,0.002940405500641368,0.0027430071831805874,0.00024866847179370633,-0.0006324304303885407,-0.0009099552629334065,0.0010878347741182003
Bacteroides uniformis,-0.0013596742306847228,-0.0011859380028575578,0.0018972179000314453,-0.000582139935250863,0.00023112956966673572,0.0019917763517974655,-0.0015460311961309537,0.0006125232630303784,0.0010364542687794102,0.002416376508777932,0.0005000490288763318,0.0006687720831702609,0.007195406976669339,-0.00027648926521448177,0.0008341003812478937,0.0026353683529056183
Bacteroides vulgatus,-0.0016940579965904132,0.001262267523430752,0.0010134597127686928,0.0009837164336454357,-0.002007012308179697,-0.0034243524411910423,-0.0017893306607971438,-0.0007784780972045497,0.0006964027566287897,0.0023133200066463417,0.0011585456917208455,0.002069857689231948,0.0017374524470658995,0.001356140208448772,0.0015623333147687778,0.0051602128546775336
Bacteroides xylanisolvens,-0.0009226657948932956,-0.00119960807296386,-0.0006861222578578256,-0.0003647864011266914,-0.0006952406256825542,0.0013746155807389641,0.0008151366844431472,-0.0018015767662568206,0.0014233595444613197,-0.0005527440277960103,0.003148490370566697,0.0009199285773050235,0.0002908296944355358,-0.001282387280497097,-0.0004886323389763424,-0.0010534630274245007
Barnesiella intestinihominis,0.0009919041242942481,0.0009981360658084793,0.0009559465856638088,-0.004523050652668937,0.0004298744263313159,-0.0014304596790114838,-0.006169121049970072,0.000612547277561288,0.0004336681309781829,0.0013115089481384409,-0.0007829405258263745,0.0008064642302508985,0.0007575825630521076,-0.0003519254626944217,0.003632191324319543,0.013470390014561778
Barnesiella sp. An22,-4.7432161195481424e-06,0.0,0.0,2.3919855611657336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77816650822474e-05,0.0
Bifidobacterium adolescentis,0.0011876280048646307,-0.0006163141424646686,0.0008785524137363451,-0.0038451832154513064,0.0004412656111222002,-0.004986913974375231,-0.003628570036059354,-0.00182024287316648,-0.0013239331055533547,-0.00522978647631282,-0.0036467916152676215,-0.0035630788238640784,-0.004745808409138269,-0.002332740978878784,-0.003845097065713491,-0.004451359329457234
Bifidobacterium angulatum,-0.00023721435225805952,-0.00042238655318268295,-0.0002433121425241644,-0.00016679107866122,-6.455980419975779e-05,-0.0005723975752237194,-7.277355823053359e-05,-0.00012402255732681263,-0.0003710596160348412,-6.666353563698841e-05,-0.00026552100592849354,-0.00035610007153853533,0.0,-0.00010562896188616505,-9.185168335159529e-05,-0.0001592437701978019
Bifidobacterium animalis,-0.0003194094321054741,-0.0008990859992630775,-0.0006076344344833527,-0.00028680913669285957,0.0,-0.0007480614792099421,-0.00030876419334768807,-0.00012455438128502,-0.0007842588983747142,0.00027819195587519324,-0.00017977268070994056,-0.00024501941400723303,0.00018510103778825613,0.0001968147877512777,-0.00016218510354192283,0.00012927582807768518
Bifidobacterium bifidum,0.00039637127304125754,-0.00017835356845523833,0.0015867945291936942,4.2292195672578375e-05,4.821694591398842e-05,0.00015169160066559302,-0.0002528784948994433,-0.0002482154235483837,-0.0005560748287600794,-0.00020845546825849068,-0.0004407502218355167,0.0004757189806418572,-0.0003480385029486796,-0.00021250521788667283,-0.0004860591703525561,-0.0007434858458993559
Bifidobacterium breve,0.0005852859670720296,8.415195817801388e-05,4.639909101356753e-05,0.00015808033711759583,0.0,0.0006583058102077418,9.466030839682638e-05,0.0002623760584598279,0.00023578975889637494,5.9543093722230364e-05,0.0,0.00034422537315626666,0.0002054522713161154,0.0,-9.424076301862279e-05,-3.8846068509481224e-05
Bifidobacterium catenulatum,-0.000305051502617714,0.00025555226057790884,0.0003453443184790592,-0.000145734241288219,-0.00014953046532855893,-0.0005049604603876428,-0.0005476191116766826,0.000633070633118684,-0.000735407401735393,0.0006533868026710459,0.0,-0.00047436514563146536,-0.00010449189426012208,-0.0005616025625966611,-0.00017537113040188738,6.846935672643851e-05
Bifidobacterium dentium,0.0034903807324269615,0.0007677055608097545,-0.00047314955601505964,0.0001479189069340475,8.925666204922023e-05,0.0003275745225855041,0.0014490866688641282,0.010125145748069254,0.0005791803297816241,-0.00013773465395925232,-0.00020665368881530658,0.00027360932356095983,0.0,-0.00014825373054726517,0.002094796767915252,0.0004727834905823182
Bifidobacterium gallinarum == saeculare ,-2.748957842746811e-06,0.0,2.669433789295254e-05,0.0,0.0,0.0,3.692082348412138e-05,0.0,0.0,0.0,0.0,4.504331695607442e-05,0.0,9.07299117994306e-05,0.0,2.1316335884299267e-05
Bifidobacterium longum,0.002294651016786366,0.0020815525340346,0.0021779988722161058,-0.0020754141103251395,0.0011871547963873844,-0.0007139689554008412,-0.0008922822153008858,0.0007844232457464837,0.0033460100112627394,0.00027501528640927556,-0.0020696609927619404,0.006225444740020794,-0.002909840212507659,-0.001231489674128701,-0.0007844929320171629,-0.0015759857126031666
Bifidobacterium pseudocatenulatum,0.0005306473461761624,0.0005248125911074846,-0.0021655435721290505,0.0001342615306605181,-0.0008438889406853118,-0.0007973091088086402,-0.0004843876041030695,-0.000636413880424478,0.0020360974197042576,-0.0034365608906011353,-0.0006322728809263768,0.009326648563589357,-0.0010387165791586673,-0.0063260825349253985,-0.0052215295676765975,-0.00507125247080049
Bifidobacterium scardovii,-6.165777048778484e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.659280279246402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium thermacidophilum,-3.653796532321063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilophila wadsworthia,0.006944639957385204,0.004195258177262228,0.0005406160316412633,0.0009550738622937581,-0.0002536628447538954,0.00762997525278477,0.0004818993524945748,0.0010575465295429346,0.0009983117083321995,0.0008585362008440887,0.003953262581385972,0.0024954378188859106,0.0008358043654877977,0.0011874974240566744,0.002965222815894396,0.01333845266763929
Blastocystis sp. subtype 1,0.00011422698678562705,-5.6236125579587014e-05,0.0,-3.6122395147623915e-05,6.849718791090245e-05,-1.6343684713111506e-05,0.0,0.0001762715372352202,0.0,7.486586562292128e-05,-5.555881030447816e-05,0.0,0.0,-4.363542765939051e-05,5.679564634100894e-05,0.0001321867554358814
Blastocystis sp. subtype 2,-4.08725642965757e-05,0.00010477382274272838,-4.6806721458433934e-05,0.0,-0.0001038191746632828,3.671626197394082e-05,0.0,8.570681908587478e-05,-1.618393339982937e-05,0.0,2.5438468407785614e-05,0.0,0.0,-3.135248589794043e-05,0.0,-6.559077092516687e-05
Blastocystis sp. subtype 3,8.049808270277967e-05,6.092377319530973e-05,7.375225831180143e-05,0.0,0.0,3.0576001046911865e-05,2.6832492280678454e-05,0.0,2.8237354111547598e-05,9.30901551806375e-05,0.0,8.594414546947852e-05,0.0,0.0,0.00031571669325625564,3.199169925941928e-05
Blastocystis sp. subtype 4,-3.6760375628555746e-05,3.305208328695648e-05,3.354907519998376e-05,0.0,0.00032299874290369094,0.0001997524971526843,0.0,0.0,-2.135774990324667e-05,0.001371779160514054,-0.00016726325093331093,-9.168832152728442e-05,6.175008158400826e-05,0.0,0.0,4.928792216634415e-05
Blastocystis sp. subtype 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3456885998462225e-05
Blautia hansenii,-0.000324506671230286,0.00010799540126851013,0.003650588767420367,0.0010086747233445767,0.0,0.0005505098752987153,0.0029463060831528757,0.00046571020568870016,0.00035809064398234015,-0.00017664160828954997,4.256386214927513e-05,0.00014855424506747005,0.0004022259493257062,0.0,0.00015635297563957844,8.721035420540391e-05
Blautia hydrogenotrophica,0.0004163140699978403,0.00015530728917935083,0.00016678116071138776,-0.00011347049151375256,0.002869510373401106,0.0003207055973463324,-0.0004735624109048828,-0.00018118261396301045,-0.00012194390869452323,8.405607193825326e-05,-9.707044221617204e-05,-0.00025148337330128224,0.0016328045186191518,0.005802462660203137,-0.0004918789827011289,-0.00037108463338455876
Blautia massiliensis,0.0009268598621754599,0.0010615419831348518,0.00882022937895813,-0.006198526236016201,0.007825990841448412,0.0008893380556812194,0.0004740631840700437,0.0009828383265472777,0.002526858800430977,0.009153567054557483,-0.004307640510444651,0.0008479135700944931,0.0012309914218983397,0.0022106738890818847,-0.001650584835469646,0.0015267485743671561
Blautia obeum,0.005085889622579487,-0.0005821871766373229,0.0012136498403583981,-0.009940121749485544,0.00950325006852741,0.0011733011112060523,-0.0007379767658956104,-0.0035392526477975076,0.0018489639798473598,-0.0006353491382687925,-0.011501569010825637,-0.0014874787033241272,-0.0013710604251618791,0.004760287289227604,-0.0036384957853495344,-0.0005359444501060039
Blautia producta,0.0006777533515295078,-9.596925227919816e-05,0.00017360541054597917,0.0004722006408003442,0.00042296243059597585,0.00012051791995077207,0.0005664388288835722,0.00012565714794455165,-0.00010396090915780319,0.00026342807148936934,0.0,3.9489092350698284e-05,-0.00029293507311537506,0.0030163415027564364,0.0004502670185197665,-0.00022531188779098825
Blautia producta 2,-0.0003814078351450599,0.00018366493787278052,0.00027903663775890415,0.000589974428814099,-0.00022094376249311672,0.0011712913139791201,0.0022128273021194485,0.00011604752399221203,0.00026627209739082226,-0.00015157225663922858,4.002681628253803e-05,3.819494237516501e-05,-5.9073047950772044e-05,0.002299558567367917,0.0008198050731534725,0.00018050436856833374
Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,-0.00030192673665311486,-0.001627704245292646,-0.00033078529083692616,-0.0002198490457907991,0.0020272063234163668,-0.0010410073705294967,-0.0008975494577457086,-0.0006064693015446257,-0.0004207150806154623,0.0020051333831905952,-0.0002814313753624311,-0.0005637936027781794,3.2233025561739846e-05,-0.0010906024652730178,0.0003358552254326462,0.0002565164083307223
