"","size","NA_pc","BHit_pc","BHit","BH_ali","BH_id","NA_pc_","Taxo_pc","Taxo","Taxo_ali","Taxo_id","Taxo_level","species","genus","family","order","class","phylum","superkingdom","size_annot","gp"
"msp_0094",3667,10.4,61.8,"Roseburia intestinalis 43_16",89.7,87.5,10.4,72.9,"Roseburia intestinalis",89,87.6,"genus","unclassified Roseburia","Roseburia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1148,"msp_0094"
"msp_0095",5690,30.4,48.5,"Eubacterium sp. CAG:202",90.8,97.4,30.4,50.3,"Eubacterium",89.5,96.8,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1904,"msp_0095"
"msp_0096",4506,3.2,85.4,"Bacteroides sp. CAG:443",97.1,97.7,3.3,85.4,"Bacteroides sp. CAG:443",97.1,97.7,"species","Bacteroides sp. CAG:443","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2505,"msp_0096"
"msp_0097",4564,11.5,72.4,"Paraprevotella xylaniphila YIT 11841",94.6,98.1,11.6,72.4,"Paraprevotella xylaniphila",94.6,98.1,"species","Paraprevotella xylaniphila","Paraprevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1256,"msp_0097"
"msp_0098",4711,2.6,82.8,"Parabacteroides sp. HGS0025",97.2,97.7,2.6,93,"Parabacteroides gordonii",98.9,98.5,"species","Parabacteroides gordonii","Parabacteroides","Tannerellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3915,"msp_0098"
"msp_0099",4266,63.1,7.2,"Victivallales bacterium Lenti_03",50.4,78.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",4166,"msp_0099"
"msp_0100",3738,0.6,90.3,"Morganella morganii 39876",99.2,98.3,0.6,98.3,"Morganella morganii",99.5,98.9,"species","Morganella morganii","Morganella","Morganellaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",3667,"msp_0100"
"msp_0101",3881,1.4,91.2,"uncultured Bacteroides sp. 2789STDY5834845",97.9,98.1,1.4,93.6,"Bacteroides sp. CAG:875 & sp. 2789STDY5834845",98.2,99,"species","Bacteroides sp. CAG:875 & sp. 2789STDY5834845","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1312,"msp_0101"
"msp_0102",4929,18.9,26.5,"Bacteroides sartorii dnLKV3",91.6,82.5,19,75.7,"Bacteroides",84.5,81.2,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",4845,"msp_0102"
"msp_0103",4057,0.2,92.2,"[Clostridium] innocuum NLAE-zl-C381",99.1,99.3,0.2,99.1,"Clostridium innocuum",99.9,99.8,"species","Clostridium innocuum","Erysipelatoclostridium","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",2878,"msp_0103"
"msp_0104",4146,1.9,96.2,"Emergencia timonensis SN18",99.4,98.9,1.9,96.2,"Emergencia timonensis",99.4,98.9,"species","Emergencia timonensis","Emergencia","Clostridiales Family XIII. Incertae Sedis","Clostridiales","Clostridia","Firmicutes","Bacteria",3694,"msp_0104"
"msp_0105",5300,17.9,71.3,"Ruminococcus sp. CAG:177",94.3,96.6,17.9,71.3,"Ruminococcus sp. CAG:177",94.3,96.6,"species","Ruminococcus sp. CAG:177","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3277,"msp_0105"
"msp_0106",4384,7.2,85,"Firmicutes bacterium CAG:240",92.9,96.3,7.2,85,"Firmicutes bacterium CAG:240",92.9,96.3,"species","Firmicutes bacterium CAG:240","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",3892,"msp_0106"
"msp_0107",5350,5.1,69.9,"Anaerostipes hadrus 2789STDY5608868",95.9,98,5.1,88.7,"Anaerostipes hadrus 1",97.5,98.7,"species","Anaerostipes hadrus 1","Anaerostipes","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4586,"msp_0107"
"msp_0108",6139,0,17.1,"Enterobacter cloacae e615",100,100,0,96.2,"Enterobacter xiangfangensis",99.8,98.1,"species","Enterobacter xiangfangensis","Enterobacter","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",5143,"msp_0108"
"msp_0109",4314,4,89.3,"Clostridiales bacterium VE202-26",98.8,98.7,4,89.3,"Clostridium scindens 2",98.8,98.7,"species","Clostridium scindens 2","Lachnoclostridium","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2149,"msp_0109"
"msp_0110",4245,5.7,82.2,"Bilophila wadsworthia 3_1_6",98.4,98.8,5.7,88.9,"Bilophila wadsworthia",98.2,98.7,"species","Bilophila wadsworthia","Bilophila","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Proteobacteria","Bacteria",3979,"msp_0110"
"msp_0111",4706,5.3,71.6,"Lachnospiraceae bacterium 9_1_43BFAA",97.5,98.8,5.3,85.6,"Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA",98.2,99,"species","Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA","Coprococcus","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4015,"msp_0111"
"msp_0112",4105,6.1,86.1,"uncultured Blautia sp. 2789STDY5608856",98.8,99.4,6.1,90.2,"Blautia hydrogenotrophica",99.2,99.7,"species","Blautia hydrogenotrophica","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3820,"msp_0112"
"msp_0113",5417,1.9,91.1,"Blautia producta ER3",99.5,99.3,1.9,95.4,"Blautia producta 2",99.8,99.5,"species","Blautia producta 2","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",5024,"msp_0113"
"msp_0114",4699,6.4,74.7,"Bacteroides coprophilus CAG:333",94.4,98.8,6.5,83.9,"Bacteroides coprophilus",96.1,98.9,"species","Bacteroides coprophilus","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3916,"msp_0114"
"msp_0115c",4211,0.2,90.2,"Lachnoclostridium phytofermentans KNHs2131",99.9,99.6,0.2,94.8,"Lachnoclostridium phytofermentans 2",99.9,99.6,"species","Lachnoclostridium phytofermentans 2","Lachnoclostridium","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4211,"msp_0115c"
"msp_0116",4170,65.9,7.1,"Victivallales bacterium Lenti_03",47.2,76.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",3927,"msp_0116"
"msp_0117",4467,16.2,54.2,"Butyricimonas sp. An62",93.4,87,16.2,59.6,"Butyricimonas synergistica 2",93,87,"genus","unclassified Butyricimonas","Butyricimonas","Odoribacteraceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3354,"msp_0117"
"msp_0118",4239,12.7,28.4,"Bacteroides sp. D2",90.6,89.9,12.8,53.6,"Bacteroides ovatus",88,88.8,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",897,"msp_0118"
"msp_0119",2712,31.9,21.9,"Massilibacillus massiliensis Marseille-P2411",76.2,77.9,31.9,64.6,"Firmicutes",54.7,78.5,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2592,"msp_0119"
"msp_0120",4026,62.5,4.1,"Victivallales bacterium Lenti_03",27.9,80.6,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2822,"msp_0120"
"msp_0121",3729,14.8,53.7,"Oscillibacter sp. CAG:241_62_21",89.7,95.9,14.8,53.7,"Oscillibacter sp. CAG:241_62_21",89.7,95.9,"genus","unclassified Oscillibacter","Oscillibacter","Oscillospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1544,"msp_0121"
"msp_0122",4239,26,3.8,"Bacteroides sp. CAG:462",64.5,76.7,26.2,63.2,"Bacteroides",66.9,77.7,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",4199,"msp_0122"
"msp_0123",3183,6.8,80.1,"Prevotella sp. CAG:520",92.8,97.6,6.8,80.1,"Prevotella sp. CAG:520",92.8,97.6,"species","Prevotella sp. CAG:520","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1228,"msp_0123"
"msp_0124",5130,34.9,29.1,"Gemmiger formicilis ATCC 27749",67.3,83.5,34.9,53.1,"Ruminococcaceae",64.1,83.4,"family","unclassified Ruminococcaceae","unclassified Ruminococcaceae","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4464,"msp_0124"
"msp_0125",4230,4.6,86.5,"uncultured Clostridium sp. 2789STDY5834922",96.5,98.4,4.6,90.1,"Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922",97.6,98.9,"species","Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",3774,"msp_0125"
"msp_0126",4766,6,74.4,"uncultured Ruminococcus sp. 2789STDY5608846",97.1,98.9,6,84.1,"Ruminococcus torques",97.5,99,"species","Ruminococcus torques","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3988,"msp_0126"
"msp_0127",4604,16.4,73.1,"uncultured Ruminococcus sp. 2789STDY5834938",94.9,98,16.4,76,"Ruminococcus sp. CAG:353 & sp. 2789STDY5834938",95.3,98.1,"species","Ruminococcus sp. CAG:353 & sp. 2789STDY5834938","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4226,"msp_0127"
"msp_0128",3766,5.9,74.4,"Butyricimonas sp. AT11",96.3,95.9,5.9,79.6,"Butyricimonas virosa",96.7,96.4,"species","Butyricimonas virosa","Butyricimonas","Odoribacteraceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2289,"msp_0128"
"msp_0129",4133,9.2,77.2,"Clostridium sp. CAG:58",95.4,98.5,9.2,77.2,"Clostridium sp. CAG:58",95.4,98.5,"species","Clostridium sp. CAG:58","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",3979,"msp_0129"
"msp_0130",4272,2.6,78,"Acinetobacter sp. CAG:196",95.9,97.1,2.6,94.4,"Candidatus Gastranaerophilales bacterium x14",98.5,99.1,"species","Candidatus Gastranaerophilales bacterium x14","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Melainabacteria","Candidatus Melainabacteria","Bacteria",4164,"msp_0130"
"msp_0131",4804,21.4,68,"Phascolarctobacterium sp. CAG:207",95.1,97.7,21.4,69,"Phascolarctobacterium sp. CAG:207",95.3,97.8,"species","Phascolarctobacterium sp. CAG:207","Phascolarctobacterium","Acidaminococcaceae","Acidaminococcales","Negativicutes","Firmicutes","Bacteria",3826,"msp_0131"
"msp_0132",3991,2.4,92.2,"Coprobacillus sp. 29_1",99.5,99.1,2.4,95.7,"Coprobacillus cateniformis",99.7,99.5,"species","Coprobacillus cateniformis","Coprobacillus","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",3687,"msp_0132"
"msp_0133",4128,10.4,75.9,"uncultured Coprococcus sp. 2789STDY5608819",93.3,97.4,10.4,78.6,"Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264",94.1,97.7,"species","Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264","unclassified Lachnospiraceae","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1409,"msp_0133"
"msp_0134",5674,15.2,64.5,"Megamonas funiformis YIT 11815",94.1,96.7,15.2,75.1,"Megamonas funiformis == rupellensis",93.8,97.2,"species","Megamonas funiformis == rupellensis","Megamonas","Selenomonadaceae","Selenomonadales","Negativicutes","Firmicutes","Bacteria",5405,"msp_0134"
"msp_0135",3414,2.9,85.4,"[Clostridium] clostridioforme AGR2157",95.2,99.3,2.9,85.4,"Clostridium clostridioforme 2",95.2,99.3,"species","Clostridium clostridioforme 2","Lachnoclostridium","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1840,"msp_0135"
"msp_0136",4114,5.9,81,"Prevotella sp. CAG:474",96.2,98.8,5.9,84.8,"Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474",98.5,99.2,"species","Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3279,"msp_0136"
"msp_0137",3429,34,7.6,"Prevotella sp. P5-92",73.1,78,34.1,54.2,"Prevotella",63.3,77.9,"genus","unclassified Prevotella","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3279,"msp_0137"
"msp_0138",3618,0.6,82.6,"Bifidobacterium pseudocatenulatum 1E",97.6,98.4,0.6,97.9,"Bifidobacterium pseudocatenulatum",98.8,99,"species","Bifidobacterium pseudocatenulatum","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria",2762,"msp_0138"
"msp_0139",4152,5.6,80.6,"Tannerella sp. 6_1_58FAA_CT1",97.8,97.6,5.6,86.8,"Coprobacter fastidiosus",98.1,98.4,"species","Coprobacter fastidiosus","Coprobacter","Barnesiellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2629,"msp_0139"
"msp_0140",5304,0,58.9,"Enterobacter sp. HMSC055A11",100,99.7,0,100,"Klebsiella oxytoca",100,99.9,"species","Klebsiella oxytoca","Klebsiella","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",3172,"msp_0140"
"msp_0141",4481,3.2,83.2,"uncultured Blautia sp. 2789STDY5608879",96.3,97.8,3.2,89.9,"Blautia massiliensis",97.6,98.5,"species","Blautia massiliensis","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2856,"msp_0141"
"msp_0142",4076,7.3,75.4,"uncultured Blautia sp. 2789STDY5834917",96.3,97.8,7.3,81.9,"Blautia sp. CAG:52 & sp. 2789STDY5834917",97,98.3,"species","Blautia sp. CAG:52 & sp. 2789STDY5834917","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2226,"msp_0142"
"msp_0143",4441,9.7,72.3,"Parabacteroides sp. CAG:409",92.5,96.9,9.7,72.3,"Parabacteroides sp. CAG:409",92.5,96.9,"species","Parabacteroides sp. CAG:409","Parabacteroides","Tannerellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2469,"msp_0143"
"msp_0144",4458,13.2,78.6,"Clostridium sp. CAG:138",92.6,97.8,13.2,78.6,"Clostridium sp. CAG:138",92.6,97.8,"species","Clostridium sp. CAG:138","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",4165,"msp_0144"
"msp_0145",4066,12.2,70.3,"Burkholderiales bacterium 1_1_47",97.2,95.3,12.2,81.9,"Parasutterella excrementihominis",97,96.5,"species","Parasutterella excrementihominis","Parasutterella","Sutterellaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",1856,"msp_0145"
"msp_0146c",2952,0.3,96.5,"Streptococcus sanguinis SK36",99.4,97.1,0.3,99.6,"Streptococcus sanguinis",99.9,99.4,"species","Streptococcus sanguinis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",2214,"msp_0146c"
"msp_0147",3798,56.8,2.5,"Clostridium sp. CAG:413",53.5,77.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",3324,"msp_0147"
"msp_0148c",3635,0.1,90.9,"Veillonella dispar ATCC 17748",98.7,95.1,0.1,90.9,"Veillonella dispar",98.7,95.1,"species","Veillonella dispar","Veillonella","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",3635,"msp_0148c"
"msp_0149",3970,30.8,4.3,"Bacteroides luti DSM 26991",69.7,76.8,31,59.1,"Bacteroides",70.2,77.7,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3793,"msp_0149"
"msp_0150c",3689,0,100,"[Clostridium] methylpentosum DSM 5476",100,100,0,100,"Clostridium methylpentosum",100,100,"species","Clostridium methylpentosum","Ruminiclostridium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3689,"msp_0150c"
"msp_0151",3943,8.2,68.4,"Butyricimonas synergistica 43_13",94.9,97.3,8.2,81.5,"Butyricimonas synergistica 2",96,97.1,"species","Butyricimonas synergistica 2","Butyricimonas","Odoribacteraceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2561,"msp_0151"
"msp_0152",4440,3.2,77.7,"Ruminococcus torques L2-14",96.8,97.3,3.2,87.4,"Ruminococcus faecis",97.5,97.9,"species","Ruminococcus faecis","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4026,"msp_0152"
"msp_0153",4583,5.8,69.5,"Erysipelatoclostridium ramosum DSM 1402",98.9,99.5,5.8,85.9,"Erysipelatoclostridium ramosum",98.4,99.4,"species","Erysipelatoclostridium ramosum","Erysipelatoclostridium","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",4255,"msp_0153"
"msp_0154",3606,1,93.8,"Fusicatenibacter saccharivorans 2789STDY5834885",97.9,98.3,1,96.8,"Fusicatenibacter saccharivorans",98.9,99.1,"species","Fusicatenibacter saccharivorans","Fusicatenibacter","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3431,"msp_0154"
"msp_0155",4151,9,45.4,"Parabacteroides sp. SN4",95.3,83.9,9,53.9,"Parabacteroides johnsonii",94.9,83.7,"genus","unclassified Parabacteroides","Parabacteroides","Tannerellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3912,"msp_0155"
"msp_0156",4812,9.7,41.8,"Parabacteroides timonensis Marseille-P3236",92.3,83.6,9.7,63.2,"Parabacteroides goldsteinii",92.5,84.1,"genus","unclassified Parabacteroides","Parabacteroides","Tannerellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2963,"msp_0156"
"msp_0157",4039,0,76.4,"Enterobacter cloacae e1034",100,100,0,100,"Klebsiella aerogenes",100,100,"species","Klebsiella aerogenes","Klebsiella","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",3149,"msp_0157"
"msp_0158",3888,4.3,84.2,"Eubacterium sp. CAG:252",94.4,98.7,4.3,84.2,"Eubacterium sp. CAG:252",94.4,98.7,"species","Eubacterium sp. CAG:252","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2948,"msp_0158"
"msp_0159",4232,49.8,6.9,"Victivallales bacterium Lenti_02",26.9,79.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",3987,"msp_0159"
"msp_0160",4705,12.7,55.4,"Faecalitalea sp. UBA637",93.2,96.6,12.7,55.4,"Faecalitalea sp. UBA637",93.2,96.6,"species","Faecalitalea sp. UBA637","Faecalitalea","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",3234,"msp_0160"
"msp_0161",4337,9.8,75,"Eubacterium sp. CAG:248",94.5,97.9,9.8,75,"Eubacterium sp. CAG:248",94.5,97.9,"species","Eubacterium sp. CAG:248","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2868,"msp_0161"
"msp_0162",3530,14.3,52.6,"Blautia obeum 2789STDY5834861",86.7,85.9,14.3,64.5,"Blautia wexlerae",84.9,86.4,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2143,"msp_0162"
"msp_0163",4262,6.1,81.1,"Firmicutes bacterium CAG:227",94.7,98.2,6.1,81.1,"Firmicutes bacterium CAG:227",94.7,98.2,"species","Firmicutes bacterium CAG:227","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",3936,"msp_0163"
"msp_0164",4242,9.8,70.7,"uncultured Ruminococcus sp. 2789STDY5834890",94.5,97.9,9.8,80.7,"Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56",95.7,98.5,"species","Ruminococcus sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56","Ruminococcus","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3398,"msp_0164"
"msp_0165",3570,25.1,5.8,"Firmicutes bacterium CAG:646",69.9,78.3,25.1,61.3,"Lachnospiraceae",60.3,78.4,"family","unclassified Lachnospiraceae","unclassified Lachnospiraceae","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3467,"msp_0165"
"msp_0166",4253,0.6,25.6,"Bifidobacterium longum Bifido_02",97.7,99.1,0.6,98.1,"Bifidobacterium longum",98.8,99.5,"species","Bifidobacterium longum","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria",3533,"msp_0166"
"msp_0167c",3567,0,96.3,"Plesiomonas shigelloides LS1",99.8,97.9,0,100,"Plesiomonas shigelloides",99.9,98.6,"species","Plesiomonas shigelloides","Plesiomonas","unclassified Enterobacterales","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",3567,"msp_0167c"
"msp_0168",4301,7.9,79,"Firmicutes bacterium CAG:194",95.7,98.5,7.9,79,"Firmicutes bacterium CAG:194",95.7,98.5,"species","Firmicutes bacterium CAG:194","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",3835,"msp_0168"
"msp_0169",3776,8.2,78.8,"Roseburia sp. CAG:197",95.1,99.1,8.2,78.8,"Roseburia sp. CAG:197",95.1,99.1,"species","Roseburia sp. CAG:197","Roseburia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3249,"msp_0169"
"msp_0170",4422,7.2,88.7,"Azospirillum sp. CAG:239",92,96.9,7.2,88.7,"Azospirillum sp. CAG:239",92,96.9,"species","Azospirillum sp. CAG:239","Azospirillum","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria",3625,"msp_0170"
"msp_0171",3942,2.1,85.4,"Blautia hansenii DSM 20583",98.5,97.9,2.1,88.8,"Blautia hansenii",98.8,98.4,"species","Blautia hansenii","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2311,"msp_0171"
"msp_0172",3557,1.3,95.4,"Ruthenibacterium lactatiformans 668",98.2,99.2,1.3,97.4,"Ruthenibacterium lactatiformans",99.1,99.6,"species","Ruthenibacterium lactatiformans","Ruthenibacterium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",3261,"msp_0172"
